height,paused,speed,stats.brood.eggs,stats.brood.larvae,stats.brood.nurse_target,stats.brood.nurses_current,stats.brood.pupae,stats.nurses_current,stats.nurses_target,stats.queue_avg,stats.receiver_queue,stats.receivers_active,stats.recruiting_foragers,stats.roles.forager,stats.roles.queen,stats.waggle_active,t,width
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,5.313596921041608e-05,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.0174785649869591,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.03450640896335244,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.05157604499254376,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.068064491963014,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.08505703596165404,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.10212224698625505,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.11900143598904833,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.13585225195856765,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.15274883795063943,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.16963208798551932,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.18649987794924527,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.20352113799890503,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.2203907109797001,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.23773695796262473,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.25504645495675504,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.2723974469699897,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.28902315197046846,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.3065229549538344,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.3234454519697465,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.3408052109880373,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.35800322698196396,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.37536888394970447,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.39275254297535866,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.40918070496991277,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.42574502498609945,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.4431801159516908,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.46035057900007814,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.47776511195115745,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.49395520298276097,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.5114540460053831,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.5287960739806294,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.5461139169638045,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.5634485769551247,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.5807464989484288,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.5978126989793964,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.614429916953668,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.6317744519910775,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.6490985219716094,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.6656140689738095,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.6821860939962789,960
540,False,1.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,50,1,0,0.698745435976889,960
